1      3.500566000     -2.477345000     -0.403239000
8      2.648567000     -2.635118000      0.018023000
1      2.756252000     -3.474733000      0.478324000
1     -1.783443000     -0.155143000      2.858864000
8     -1.550401000     -0.698436000      2.094818000
1     -1.666589000     -1.604103000      2.409872000
1     -0.418533000      2.983784000      0.125726000
8      0.060893000      2.149229000      0.072091000
1      1.023024000      2.414976000      0.057524000
1      1.249757000     -2.136227000     -0.607890000
8      0.380505000     -1.764049000     -0.926426000
1      0.156516000     -2.295837000     -1.698671000
1      3.100358000      3.019759000      0.789389000
8      2.605650000      2.708787000      0.023182000
1      3.047386000      3.111295000     -0.732717000
1     -3.649182000     -0.118444000     -1.022995000
8     -2.775738000      0.225818000     -1.250519000
1     -2.919792000      0.687313000     -2.086939000
80    -0.767606000      0.007743000     -0.020830000
