1     -2.338295000      1.277248000      0.344660000
8     -1.520259000      1.758586000      0.567462000
1     -1.789571000      2.573780000      1.005155000
1      0.798735000      2.151999000     -1.334869000
8      0.653413000      1.505610000     -0.634356000
1     -0.267645000      1.685429000     -0.216459000
1     -1.788115000     -2.574706000     -1.004450000
8     -1.519339000     -1.759080000     -0.567234000
1     -2.337669000     -1.277740000     -0.345510000
1      0.798287000     -2.149805000      1.337485000
8      0.653411000     -1.504453000      0.635924000
1     -0.267309000     -1.684946000      0.217609000
1     -4.245065000     -0.181727000      0.736118000
8     -3.647242000     -0.000443000     -0.000962000
1     -4.244660000      0.180644000     -0.738419000
1      4.297280000      0.769294000      0.011655000
8      3.709892000     -0.000593000     -0.001105000
1      4.296356000     -0.771172000     -0.014650000
80     1.704055000      0.000390000      0.000321000
