1      3.359654000     -0.000192000     -0.364813000
8      2.527642000     -0.000320000     -0.919647000
1      2.843170000     -0.000692000     -1.833160000
1      1.348425000     -1.144906000     -0.505762000
8      0.454853000     -1.442418000     -0.184976000
1      0.429629000     -2.406784000     -0.174723000
1      5.215529000      0.762834000      0.757826000
8      4.647843000     -0.000134000      0.605014000
1      5.215247000     -0.763208000      0.758351000
1     -5.221545000     -0.768766000     -0.675308000
8     -4.653557000     -0.000800000     -0.540415000
1     -5.221635000      0.766836000     -0.676796000
1      0.429287000      2.407098000     -0.176190000
8      0.454704000      1.442728000     -0.185878000
1      1.348301000      1.145266000     -0.506452000
1     -3.490636000      0.000178000      0.395426000
8     -2.634284000      0.000762000      0.957339000
1     -2.911782000      0.001558000      1.882366000
80    -0.810105000      0.000186000      0.272312000
